cINSEE;cp;Commune;Departement;Region;Statut;altitude;de Moyenne;population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
62645;62215;OYE-PLAGE;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;Commune simple;3;;5,5;50.9812329903,2.03930688594;"{""type"": ""Polygon"", ""coordinates"": [[[1.994879074858758, 50.95356420404444], [1.9814453351546841, 50.96739566883441], [1.979569729101112, 50.9806026557528], [1.9729040526514132, 50.98962592989499], [1.9936237103981131, 50.99395643054757], [2.04112487992997, 50.996957683442304], [2.051266045088676, 51.00409426562028], [2.06769781245755, 51.00650504877096], [2.088907272576989, 51.003530810131345], [2.110073383498466, 50.987716786991854], [2.109269899376807, 50.98416792271948], [2.108346323008915, 50.984161342805876], [2.092231099359617, 50.973254384642566], [2.045509024240201, 50.963990014775035], [2.02024389625538, 50.957192325283174], [1.994879074858758, 50.95356420404444]]]}";11162;645;6;5;62;31
30117;30300;FOURQUES;GARD;LANGUEDOC-ROUSSILLON;Commune simple;3;;2,9;43.7116543785,4.54884323842;"{""type"": ""Polygon"", ""coordinates"": [[[4.612276030935795, 43.7247545845323], [4.614312798617784, 43.71072004316648], [4.6269485825139345, 43.691676558520214], [4.626810734124481, 43.68813258229845], [4.622154410657094, 43.68706809680264], [4.5982198020927, 43.68669332228002], [4.57878339155226, 43.69696709881658], [4.559585498118219, 43.69939493778415], [4.537784562808973, 43.70704017200726], [4.524687988357563, 43.702553455579896], [4.500285912552731, 43.702055604547944], [4.486408174946224, 43.698853096144965], [4.46393036832119, 43.709012598646616], [4.473399855699407, 43.72890964900775], [4.479939681582182, 43.73368095613857], [4.495265161194983, 43.725470548861885], [4.524149136700775, 43.727059027964025], [4.532794129187447, 43.73010569822395], [4.58403870654026, 43.724629092138116], [4.612276030935795, 43.7247545845323]]]}";21570;117;9;2;30;91
85104;85580;GRUES;VENDEE;PAYS DE LA LOIRE;Commune simple;3;;0,8;46.3813091348,-1.32364519268;"{""type"": ""Polygon"", ""coordinates"": [[[-1.303472067337955, 46.33715124555461], [-1.315334691649835, 46.34211328727356], [-1.327468092566034, 46.33813582419228], [-1.334039792724612, 46.342521333077315], [-1.33548755067165, 46.348950386826026], [-1.349458128894388, 46.34841781410134], [-1.356046452097799, 46.35297287856664], [-1.360137603094994, 46.3521760605427], [-1.365952644938661, 46.35616497431449], [-1.362679895905771, 46.36150300936637], [-1.363779014982114, 46.36482480102403], [-1.372658202616295, 46.367685975130684], [-1.369590789969211, 46.37738126131151], [-1.376189159470828, 46.38996142459373], [-1.371133615740779, 46.39567468439221], [-1.35426863128334, 46.40157772923107], [-1.344498749883036, 46.40019183112219], [-1.341809381984315, 46.40308993352804], [-1.346148956680574, 46.40929152315267], [-1.333762743991469, 46.42389440704529], [-1.319721034243921, 46.424760676336625], [-1.317739522700903, 46.418838665658605], [-1.305394818143956, 46.41293857535479], [-1.2956181613492341, 46.41213488930993], [-1.287528233040736, 46.399940468865296], [-1.265297756815412, 46.392856582112806], [-1.270821821700887, 46.379673108294604], [-1.281499111398809, 46.367783700082484], [-1.307152834139826, 46.357086424082986], [-1.308120590430018, 46.346733112315135], [-1.303472067337955, 46.33715124555461]]]}";14020;104;11;1;85;52
27485;27680;QUILLEBEUF-SUR-SEINE;EURE;HAUTE-NORMANDIE;Chef-lieu canton;3;;1;49.4700117305,0.501728586509;"{""type"": ""Polygon"", ""coordinates"": [[[0.486779302831, 49.450258824828175], [0.47417826677231406, 49.47683881911111], [0.47989298127788105, 49.479907279388506], [0.493775336559353, 49.48446651385756], [0.5091624496969941, 49.48422631544751], [0.5221094041278921, 49.47962711157205], [0.537695076467937, 49.467131228744876], [0.5386245170977141, 49.46616098899711], [0.52364336564559, 49.464965381797], [0.486779302831, 49.450258824828175]]]}";5569;485;29;2;27;23
44103;44550;MONTOIR-DE-BRETAGNE;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;Chef-lieu canton;3;;6,7;47.3232368527,-2.1467366036;"{""type"": ""Polygon"", ""coordinates"": [[[-2.101741807148019, 47.30660418173648], [-2.113242936626864, 47.30579075069455], [-2.142138092166495, 47.30006502838144], [-2.173686328141941, 47.28794327923115], [-2.181607377838441, 47.298568948827494], [-2.184602712768069, 47.30664486760498], [-2.173501860136334, 47.317380446149926], [-2.188635674508967, 47.3305075207159], [-2.20136847399705, 47.335638972789745], [-2.206031939751828, 47.34211494136395], [-2.188182861865335, 47.33542658300269], [-2.177924304826811, 47.33473924567747], [-2.163710596192022, 47.338864237742435], [-2.152657970183394, 47.34593235287347], [-2.145667843323326, 47.359116063813424], [-2.147259487396587, 47.36600993355163], [-2.142536676294079, 47.367437168054856], [-2.133731187186085, 47.35522434348465], [-2.125162880379039, 47.35141727971286], [-2.114738737284199, 47.33983403906061], [-2.101741807148019, 47.30660418173648]]]}";1848;103;47;3;44;52
85255;85580;SAINT-MICHEL-EN-L'HERM;VENDEE;PAYS DE LA LOIRE;Commune simple;3;;2,1;46.3366903175,-1.2483968538;"{""type"": ""Polygon"", ""coordinates"": [[[-1.207620520470196, 46.28286702609204], [-1.263781377247303, 46.300534514309454], [-1.2699533056667751, 46.30609264317683], [-1.278585271443887, 46.326437691577475], [-1.301416599061708, 46.33386514724355], [-1.303472067337955, 46.33715124555461], [-1.308120590430018, 46.346733112315135], [-1.307152834139826, 46.357086424082986], [-1.281499111398809, 46.367783700082484], [-1.270821821700887, 46.379673108294604], [-1.265297756815412, 46.392856582112806], [-1.262399091793845, 46.39529157643289], [-1.258144050364616, 46.39404380011359], [-1.244580991053542, 46.385721239152225], [-1.232007968294013, 46.381039640462056], [-1.236004676927685, 46.371422661622326], [-1.213512563781804, 46.35310323272839], [-1.202043746195584, 46.316086239675556], [-1.195946102428662, 46.30056662564787], [-1.207620520470196, 46.28286702609204]]]}";13929;255;11;1;85;52
17483;17340;YVES;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;3;;1,4;46.0392686841,-1.03449244286;"{""type"": ""Polygon"", ""coordinates"": [[[-1.053076999026158, 46.00383626350752], [-1.052828060824662, 46.01081515823314], [-1.060459948371997, 46.023562035309205], [-1.056336016785617, 46.033276654371846], [-1.06274903029647, 46.04647290060938], [-1.07468027463792, 46.052302166531476], [-1.084520174888952, 46.05313812923905], [-1.05731500697969, 46.0649446999307], [-1.032566051173638, 46.063952502697404], [-1.019908230280142, 46.060552083329554], [-1.01033197165314, 46.05356993041527], [-0.9931552596504271, 46.05546587176358], [-0.9947766421787421, 46.04499473040734], [-1.000682967600332, 46.039331353252926], [-0.998630147177985, 46.02535616308823], [-0.9994022089880091, 46.0220919858943], [-1.028120503984998, 46.02188565579899], [-1.033278181561696, 46.00909676878029], [-1.044846895265094, 46.00452734709223], [-1.053076999026158, 46.00383626350752]]]}";7058;483;21;2;17;54
33004;33810;AMBES;GIRONDE;AQUITAINE;Commune simple;3;;2,9;45.0115337381,-0.548307688841;"{""type"": ""Polygon"", ""coordinates"": [[[-0.54269317151038, 44.98441407215093], [-0.557399389552478, 44.9944084655126], [-0.560053720339869, 45.00079478665637], [-0.58689673984736, 45.01586741772262], [-0.5952305675150931, 45.024341147600275], [-0.6013289331413031, 45.03398633230355], [-0.596744391071104, 45.040182448598785], [-0.590571692006293, 45.037894126933296], [-0.577273424959137, 45.03409523015913], [-0.5686301343748681, 45.03629250923997], [-0.554878800656021, 45.03353300532905], [-0.5247562342199781, 45.01722264482879], [-0.49474287986709703, 45.00298323655491], [-0.508283888892769, 44.98755994358835], [-0.517378830023392, 44.988191914892916], [-0.521385726733777, 44.98970540517284], [-0.54269317151038, 44.98441407215093]]]}";15956;4;60;2;33;72
29083;29990;ILE-DE-SEIN;FINISTERE;BRETAGNE;Commune simple;3;;0,2;48.0384480983,-4.8577259366;"{""type"": ""Polygon"", ""coordinates"": [[[-4.84599677157413, 48.03155184053642], [-4.8502686770703995, 48.03171829096995], [-4.856359835243248, 48.03849125514678], [-4.864004792460833, 48.04020394521211], [-4.866423033479326, 48.03760911096775], [-4.87043515829507, 48.040821942401166], [-4.867476148840606, 48.0439505130842], [-4.862885678843542, 48.041744006683736], [-4.857873197397678, 48.041591372073924], [-4.854042962267327, 48.03968635116115], [-4.850744718897789, 48.04054008803144], [-4.84921084201887, 48.0330370710088], [-4.841438970671321, 48.03182034322589], [-4.84599677157413, 48.03155184053642]]]}";26237;83;33;4;29;53
17151;17600;L'EGUILLE;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;3;;0,9;45.7019009166,-0.979905969423;"{""type"": ""Polygon"", ""coordinates"": [[[-0.969321298962418, 45.68496708078623], [-0.9777807357088981, 45.68758071575079], [-0.9887222462431571, 45.698373818091724], [-1.006664307010872, 45.714958188121834], [-0.977598787048032, 45.71187702549364], [-0.965048497442576, 45.70628774004532], [-0.960724271671856, 45.696404896436675], [-0.9671559336202391, 45.69279736713674], [-0.969321298962418, 45.68496708078623]]]}";35112;151;43;2;17;54
97120;97110;POINTE-A-PITRE;GUADELOUPE;GUADELOUPE;Sous-préfecture;3;;17;16.2386006963,-61.5357180881;"{""type"": ""Polygon"", ""coordinates"": [[[-61.52729387186214, 16.219123706725806], [-61.54883996032398, 16.25311847254583], [-61.532638637581215, 16.24515314007389], [-61.529645700320174, 16.238751798027252], [-61.53070587954115, 16.228257351140762], [-61.52548506021067, 16.223358860024497], [-61.52729387186214, 16.219123706725806]]]}";20;120;97;2;97;1
85011;85630;BARBATRE;VENDEE;PAYS DE LA LOIRE;Commune simple;3;;1,8;46.9335754783,-2.16743559847;"{""type"": ""Polygon"", ""coordinates"": [[[-2.187332418470049, 46.96115325315611], [-2.157381273138108, 46.95140939928334], [-2.148212443146987, 46.93401785680936], [-2.152247310513552, 46.908239613499305], [-2.147702213379451, 46.894665190398385], [-2.154702301027413, 46.89560589204339], [-2.165130600470287, 46.90776122467936], [-2.179250996339019, 46.934339863508356], [-2.198074942844874, 46.9511766333068], [-2.187332418470049, 46.96115325315611]]]}";23693;11;18;3;85;52
17286;17880;LES PORTES-EN-RE;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;3;;0,6;46.2420561008,-1.50055338015;"{""type"": ""Polygon"", ""coordinates"": [[[-1.523556141510638, 46.25130576540926], [-1.51246331557472, 46.257897861503636], [-1.496866578279793, 46.25655849409414], [-1.483142258256221, 46.24632231039247], [-1.477767788383379, 46.23640543769475], [-1.474376681306959, 46.23340026000198], [-1.483175342247587, 46.2283184051162], [-1.492897739417504, 46.22960306844897], [-1.494728456703374, 46.23717914990867], [-1.499819230568628, 46.23823144209964], [-1.498471782256324, 46.226739887241145], [-1.504951611125096, 46.22273110882699], [-1.514974087958344, 46.23490661023241], [-1.523556141510638, 46.25130576540926]]]}";27630;286;3;3;17;54
17437;17120;TALMONT-SUR-GIRONDE;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;3;;0,1;45.54345601,-0.901968620389;"{""type"": ""Polygon"", ""coordinates"": [[[-0.892579594441935, 45.53112481997185], [-0.8985773221424771, 45.52849146356654], [-0.91095196526053, 45.53535474906022], [-0.9074221850622971, 45.538786439478216], [-0.919775828216687, 45.551473836595804], [-0.911581313744354, 45.55500525450943], [-0.897205954860378, 45.554242829250384], [-0.8907218593595341, 45.54925659908953], [-0.8890531380704041, 45.54248053876213], [-0.892579594441935, 45.53112481997185]]]}";15587;437;8;4;17;54
33487;33440;SAINT-VINCENT-DE-PAUL;GIRONDE;AQUITAINE;Commune simple;3;;1,1;44.9735956651,-0.481421340788;"{""type"": ""Polygon"", ""coordinates"": [[[-0.46383286761409104, 44.93642065271327], [-0.47204301874138704, 44.940120771949], [-0.47796682987666, 44.953174635696726], [-0.49481583778284105, 44.96589437444642], [-0.501162390317486, 44.982737361594616], [-0.508283888892769, 44.98755994358835], [-0.49474287986709703, 45.00298323655491], [-0.49089716700129504, 45.00446489762574], [-0.48318297181256703, 45.00257977801812], [-0.474470535758418, 44.99442561720451], [-0.47272649040180603, 44.98023144136897], [-0.469475323860694, 44.97059055593555], [-0.454946073154667, 44.9534240640769], [-0.462265640138442, 44.945968421593754], [-0.46383286761409104, 44.93642065271327]]]}";28988;487;19;2;33;72
17237;17780;MOEZE;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;3;;0,6;45.8887503165,-1.05150894917;"{""type"": ""Polygon"", ""coordinates"": [[[-1.03994848685099, 45.86232817635558], [-1.052477494960673, 45.86791146556457], [-1.077038424022084, 45.87050797037512], [-1.08842533496247, 45.877147620179635], [-1.098080859451163, 45.87887162855093], [-1.098398069222944, 45.88226857029671], [-1.081210856200211, 45.898787757252364], [-1.073733795143128, 45.89460321242946], [-1.0661939072656441, 45.90319739195324], [-1.052105349401049, 45.90428053216218], [-1.038475008926359, 45.917959910775636], [-1.029940884827278, 45.91344057416855], [-1.008886540008815, 45.893938137918596], [-1.017416536582039, 45.8857185951906], [-1.032962612792216, 45.87814969657895], [-1.03994848685099, 45.86232817635558]]]}";34506;237;26;2;17;54
85185;85450;PUYRAVAULT;VENDEE;PAYS DE LA LOIRE;Commune simple;3;;0,6;46.3653834101,-1.09115660367;"{""type"": ""Polygon"", ""coordinates"": [[[-1.129404177492152, 46.31027691915599], [-1.143522650843787, 46.31354211047667], [-1.148009786394749, 46.316597844386905], [-1.122006002890121, 46.33313264101705], [-1.101059751286894, 46.35705311526564], [-1.093057960058655, 46.369838110181426], [-1.087696906115485, 46.40123743586848], [-1.061111496950909, 46.40600129515383], [-1.053319620216321, 46.40217597637398], [-1.055327516752384, 46.381312458999815], [-1.073488130645721, 46.3769320582079], [-1.080216298211176, 46.360100667498486], [-1.111354382249988, 46.33274219158264], [-1.117433791064293, 46.32324409902447], [-1.121803791839479, 46.32320322223237], [-1.123946366514855, 46.31468571107805], [-1.129404177492152, 46.31027691915599]]]}";16479;185;2;1;85;52
17329;17780;SAINT-FROULT;CHARENTE-MARITIME;POITOU-CHARENTES;Commune simple;3;;0,3;45.9134705375,-1.06195684494;"{""type"": ""Polygon"", ""coordinates"": [[[-1.038475008926359, 45.917959910775636], [-1.052105349401049, 45.90428053216218], [-1.0661939072656441, 45.90319739195324], [-1.073733795143128, 45.89460321242946], [-1.081210856200211, 45.898787757252364], [-1.0743753151277131, 45.91218112185796], [-1.074485457599387, 45.92641488176598], [-1.065859850955383, 45.927365627151936], [-1.056942557859185, 45.92699168149513], [-1.038475008926359, 45.917959910775636]]]}";14213;329;26;2;17;54
33521;33590;TALAIS;GIRONDE;AQUITAINE;Commune simple;3;;0,6;45.4760792837,-1.06152819999;"{""type"": ""Polygon"", ""coordinates"": [[[-1.016856335419647, 45.48241303067778], [-1.046443178536024, 45.456454967521815], [-1.051204795938128, 45.456923157048315], [-1.110158805709668, 45.46358649091316], [-1.103375713763225, 45.468550749742555], [-1.105996237117485, 45.47504611159961], [-1.096245488236468, 45.48706141960224], [-1.067466800513366, 45.485133279790915], [-1.047731007113966, 45.50048106359056], [-1.027859972267221, 45.492567552036164], [-1.016856335419647, 45.48241303067778]]]}";11629;521;46;4;33;72
59016;59380;ARMBOUTS-CAPPEL;NORD;NORD-PAS-DE-CALAIS;Commune simple;3;;2,5;50.981590247,2.34855524915;"{""type"": ""Polygon"", ""coordinates"": [[[2.338474362732782, 50.96353302039454], [2.331007145174597, 50.97274135594076], [2.330174229366349, 50.986092981753465], [2.317963687442742, 50.99672782874176], [2.3171877144883393, 50.99734249878602], [2.32063835069763, 50.999675430292385], [2.350803434531636, 51.00065178775203], [2.354812658467626, 50.99072525992802], [2.370411589164847, 50.98107260105826], [2.37579142368992, 50.981512172878354], [2.3839893541426402, 50.970089362994216], [2.338474362732782, 50.96353302039454]]]}";23200;16;9;4;59;31
33434;33440;SAINT-LOUIS-DE-MONTFERRAND;GIRONDE;AQUITAINE;Commune simple;3;;2;44.9582743614,-0.533092800544;"{""type"": ""Polygon"", ""coordinates"": [[[-0.549839872569036, 44.92345834290676], [-0.5490751274905651, 44.93883135630491], [-0.5409268571594611, 44.957684495121924], [-0.540540237228692, 44.97406390648762], [-0.54269317151038, 44.98441407215093], [-0.521385726733777, 44.98970540517284], [-0.517378830023392, 44.988191914892916], [-0.519537440092914, 44.9570661004351], [-0.536136088884488, 44.925824164214106], [-0.549839872569036, 44.92345834290676]]]}";7372;434;60;2;33;72
59082;59380;BIERNE;NORD;NORD-PAS-DE-CALAIS;Commune simple;3;;1,6;50.9713270565,2.40211995661;"{""type"": ""Polygon"", ""coordinates"": [[[2.400942140240129, 50.946042223861284], [2.3839893541426402, 50.970089362994216], [2.37579142368992, 50.981512172878354], [2.391248394846476, 50.998038653430335], [2.423401804020899, 50.974609732085604], [2.423321998730043, 50.9679985721598], [2.4307875897250373, 50.96359265772697], [2.422289955465563, 50.95531022120029], [2.400942140240129, 50.946042223861284]]]}";28980;82;9;4;59;31
59539;59630;SAINT-PIERRE-BROUCK;NORD;NORD-PAS-DE-CALAIS;Commune simple;3;;1;50.8950694199,2.19025685455;"{""type"": ""Polygon"", ""coordinates"": [[[2.190340370397582, 50.87137398894763], [2.188770128235296, 50.874647355083596], [2.165550063137074, 50.91165310359927], [2.186875096862064, 50.914413270582436], [2.197390614075193, 50.91263327736342], [2.208105694810368, 50.892857715843924], [2.206809371090772, 50.87891707878307], [2.201488307578446, 50.872917145951405], [2.190340370397582, 50.87137398894763]]]}";26763;539;12;4;59;31
